subject,fold_reduced,error_reduced,best_alpha_reduced,fold_full,error_full,best_alpha_full,diff
1,8.0,0.1006710126246979,573.740202020202,8.0,0.02634239898251923,113.139898989899,-0.07432861364217866
2,2.0,0.6138919475192586,670.7086868686869,2.0,1.0544022827867725,121.22060606060607,0.44051033526751393
3,4.0,3.4028200118852547,735.3543434343434,4.0,2.601770706455989,145.46272727272725,-0.8010493054292658
4,8.0,0.7767868863043007,573.740202020202,8.0,0.5574438323973262,113.139898989899,-0.2193430539069745
5,1.0,1.4716140584711606,767.6771717171717,1.0,2.4057485405549732,145.46272727272725,0.9341344820838127
6,4.0,1.4045538269251303,735.3543434343434,4.0,1.0165881868096507,145.46272727272725,-0.3879656401154796
7,2.0,0.45784198629654366,670.7086868686869,2.0,0.4822478697754084,121.22060606060607,0.024405883478864743
8,8.0,0.41567518761309136,573.740202020202,8.0,0.6042383831417626,113.139898989899,0.18856319552867123
9,5.0,3.167387984343296,678.7893939393939,5.0,2.7211089988179036,129.30131313131312,-0.44627898552539236
10,0.0,0.028261972931841118,589.9016161616162,0.0,0.003236481817711411,113.139898989899,-0.025025491114129706
11,1.0,3.231025515942778,767.6771717171717,1.0,2.8229699317157335,145.46272727272725,-0.4080555842270446
12,2.0,0.005504663498582929,670.7086868686869,2.0,0.292485679173738,121.22060606060607,0.2869810156751551
13,7.0,7.235708221905889,775.7578787878788,7.0,6.925787869249898,129.30131313131312,-0.3099203526559906
14,5.0,2.823743119189922,678.7893939393939,5.0,3.9189654676512644,129.30131313131312,1.0952223484613426
15,1.0,0.01379372407584807,767.6771717171717,1.0,0.07971834195882635,145.46272727272725,0.06592461788297828
16,3.0,2.9019014959645397,727.2736363636363,3.0,2.086056553856531,113.139898989899,-0.8158449421080087
17,5.0,0.2841680450776306,678.7893939393939,5.0,0.2222633854601794,129.30131313131312,-0.0619046596174512
18,2.0,0.02031852753436319,670.7086868686869,2.0,0.00482411034111656,121.22060606060607,-0.015494417193246629
19,2.0,0.768606183435408,670.7086868686869,2.0,1.0584438726751444,121.22060606060607,0.2898376892397364
20,4.0,0.055195074079111915,735.3543434343434,4.0,0.11659962192660508,145.46272727272725,0.06140454784749317
21,2.0,0.37742966743175305,670.7086868686869,2.0,0.7424503409484846,121.22060606060607,0.36502067351673156
22,8.0,6.431615282652111,573.740202020202,8.0,5.39317228043871,113.139898989899,-1.038443002213401
23,1.0,0.31281906846777074,767.6771717171717,1.0,0.2491053306469817,145.46272727272725,-0.06371373782078904
24,1.0,0.9930688864975523,767.6771717171717,1.0,0.9857807370788642,145.46272727272725,-0.007288149418688161
25,9.0,1.5586503202969708,460.61030303030304,9.0,1.363586597996366,177.78555555555556,-0.19506372230060487
26,9.0,0.0030090569828950782,460.61030303030304,9.0,0.038271971370820904,177.78555555555556,0.03526291438792582
27,8.0,0.08119322062870427,573.740202020202,8.0,0.16438864468045322,113.139898989899,0.08319542405174896
28,1.0,0.0021549060284886045,767.6771717171717,1.0,0.001091016383386561,145.46272727272725,-0.0010638896451020436
29,7.0,0.08542326396747457,775.7578787878788,7.0,0.09854971595048834,129.30131313131312,0.013126451983013765
30,5.0,0.5344366185178803,678.7893939393939,5.0,0.42799872592003463,129.30131313131312,-0.10643789259784564
31,2.0,0.6104883221287108,670.7086868686869,2.0,0.7160356977576949,121.22060606060607,0.10554737562898409
32,3.0,1.7614264511428153,727.2736363636363,3.0,1.4348283524399532,113.139898989899,-0.32659809870286205
33,5.0,0.4203952289599831,678.7893939393939,5.0,0.46117127390538215,129.30131313131312,0.04077604494539905
34,0.0,3.7824775509551687,589.9016161616162,0.0,3.2698468603023403,113.139898989899,-0.5126306906528284
35,3.0,0.058532620053841605,727.2736363636363,3.0,0.0172714612662469,113.139898989899,-0.041261158787594704
36,5.0,0.9415224077998877,678.7893939393939,5.0,0.7844279859130747,129.30131313131312,-0.157094421886813
37,4.0,0.2223549698434082,735.3543434343434,4.0,0.10817944140128988,145.46272727272725,-0.11417552844211831
38,1.0,0.11438196939967132,767.6771717171717,1.0,0.04984626990539576,145.46272727272725,-0.06453569949427557
39,6.0,0.009925254683167049,614.1437373737374,6.0,0.0027214400154751944,137.3820202020202,-0.007203814667691854
40,2.0,1.200732990289071,670.7086868686869,2.0,1.544872758735649,121.22060606060607,0.3441397684465779
41,2.0,1.6355751958136264,670.7086868686869,2.0,1.3780986477272994,121.22060606060607,-0.25747654808632703
42,1.0,0.8296612356826276,767.6771717171717,1.0,0.8077584143710638,145.46272727272725,-0.021902821311563847
43,4.0,0.008725439484003937,735.3543434343434,4.0,0.015000408893703873,145.46272727272725,0.0062749694096999355
44,3.0,0.34461970138630127,727.2736363636363,3.0,0.43193782080654136,113.139898989899,0.08731811942024009
45,6.0,0.866729897257568,614.1437373737374,6.0,0.6054222642621022,137.3820202020202,-0.2613076329954658
46,4.0,0.026113627352387862,735.3543434343434,4.0,0.03366866703924395,145.46272727272725,0.007555039686856085
47,7.0,0.01605091983240854,775.7578787878788,7.0,0.056543384038904666,129.30131313131312,0.040492464206496125
48,2.0,0.7069163072544624,670.7086868686869,2.0,0.8104048723399678,121.22060606060607,0.10348856508550541
49,2.0,4.268154498762802,670.7086868686869,2.0,3.8595276253942705,121.22060606060607,-0.4086268733685312
50,6.0,0.9852641022652981,614.1437373737374,6.0,0.5390469112463185,137.3820202020202,-0.4462171910189796
51,5.0,0.4793559797114155,678.7893939393939,5.0,0.20425770094820617,129.30131313131312,-0.27509827876320936
52,6.0,3.734252128863273,614.1437373737374,6.0,4.488705376235022,137.3820202020202,0.7544532473717491
53,2.0,0.010412607460576888,670.7086868686869,2.0,0.008449727985612344,121.22060606060607,-0.001962879474964544
54,0.0,1.5620079074082693,589.9016161616162,0.0,1.3549261716098637,113.139898989899,-0.2070817357984056
55,4.0,0.4008761972344119,735.3543434343434,4.0,0.6221028910721863,145.46272727272725,0.22122669383777438
56,4.0,0.1218590167511213,735.3543434343434,4.0,0.4238932815592,145.46272727272725,0.30203426480807866
57,5.0,3.3015576094935346,678.7893939393939,5.0,3.788503671496293,129.30131313131312,0.4869460620027586
