subject,fold_reduced,error_reduced,best_alpha_reduced,fold_full,error_full,best_alpha_full,diff
1,8.0,0.36726784594021855,11.717171717171716,8.0,0.533844190332342,26.11111111111111,0.16657634439212343
2,2.0,0.016011876885947175,11.717171717171716,2.0,0.04537510798037425,41.464646464646464,0.029363231094427077
3,4.0,1.088619314561726,12.676767676767676,4.0,0.6192044112372592,27.07070707070707,-0.4694149033244668
4,8.0,0.9896900411817829,11.717171717171716,8.0,0.7098503874641928,26.11111111111111,-0.2798396537175901
5,1.0,0.32599348150222435,12.676767676767676,1.0,0.7161881892688666,37.62626262626262,0.3901947077666423
6,4.0,0.6081387024700653,12.676767676767676,4.0,0.8027724632967137,27.07070707070707,0.1946337608266484
7,2.0,0.002928450643408996,11.717171717171716,2.0,0.011063253435284868,41.464646464646464,0.00813480279187587
8,8.0,1.549633240011229,11.717171717171716,8.0,1.2716229973342315,26.11111111111111,-0.2780102426769975
9,5.0,2.9432394588189563,12.676767676767676,5.0,2.69107199903197,28.98989898989899,-0.2521674597869863
10,0.0,1.4557916720830701,11.717171717171716,0.0,1.6610623206310084,36.666666666666664,0.2052706485479383
11,1.0,1.7854289446365321,12.676767676767676,1.0,2.1422887123227445,37.62626262626262,0.3568597676862124
12,2.0,0.020455095657670067,11.717171717171716,2.0,0.048719902093154605,41.464646464646464,0.028264806435484537
13,7.0,0.29612904491215525,11.717171717171716,7.0,0.35432270103953306,40.505050505050505,0.05819365612737781
14,5.0,0.7046751420581657,12.676767676767676,5.0,0.6662280881819328,28.98989898989899,-0.03844705387623293
15,1.0,0.011955339813680067,12.676767676767676,1.0,0.04485781610545446,37.62626262626262,0.032902476291774396
16,3.0,0.3370214160644524,11.717171717171716,3.0,0.2066978430594027,23.232323232323232,-0.1303235730050497
17,5.0,1.7463028578210933,12.676767676767676,5.0,1.4416845091119461,28.98989898989899,-0.30461834870914717
18,2.0,0.16134452911814923,11.717171717171716,2.0,0.19712916264305827,41.464646464646464,0.03578463352490904
19,2.0,0.8939830568199534,11.717171717171716,2.0,0.8563231911745433,41.464646464646464,-0.03765986564541013
20,4.0,3.872353008050459,12.676767676767676,4.0,3.355012477101669,27.07070707070707,-0.5173405309487897
21,2.0,1.278092850069863,11.717171717171716,2.0,0.9695242113175577,41.464646464646464,-0.3085686387523052
22,8.0,7.578421251037999,11.717171717171716,8.0,6.349352183236491,26.11111111111111,-1.2290690678015075
23,1.0,0.4867167641449886,12.676767676767676,1.0,0.3293484813094757,37.62626262626262,-0.1573682828355129
24,1.0,0.018486026376205333,12.676767676767676,1.0,0.04382473823212372,37.62626262626262,0.025338711855918385
25,9.0,0.32077794175719726,12.676767676767676,9.0,0.30530925863546265,26.11111111111111,-0.015468683121734605
26,9.0,0.16500238524160746,12.676767676767676,9.0,0.060096845385985684,26.11111111111111,-0.10490553985562177
27,8.0,0.46483856576522237,11.717171717171716,8.0,0.24697507761304138,26.11111111111111,-0.21786348815218098
28,1.0,1.2116305969688161,12.676767676767676,1.0,1.8164647798642448,37.62626262626262,0.6048341828954287
29,7.0,0.08104027501779823,11.717171717171716,7.0,0.1149568016007917,40.505050505050505,0.033916526582993475
30,5.0,0.900678781225641,12.676767676767676,5.0,0.9565107957852501,28.98989898989899,0.05583201455960907
31,2.0,2.26466869624551,11.717171717171716,2.0,2.3117990019103676,41.464646464646464,0.04713030566485754
32,3.0,4.0028999110592505,11.717171717171716,3.0,3.919341631281901,23.232323232323232,-0.08355827977734931
33,5.0,0.2823492396687582,12.676767676767676,5.0,0.20542693803185472,28.98989898989899,-0.07692230163690347
34,0.0,1.966751758424871,11.717171717171716,0.0,1.7174297511453644,36.666666666666664,-0.2493220072795066
35,3.0,0.07813095367685327,11.717171717171716,3.0,0.06645083458708824,23.232323232323232,-0.011680119089765031
36,5.0,0.34141542387529406,12.676767676767676,5.0,0.11744668615411849,28.98989898989899,-0.22396873772117556
37,4.0,0.787507690694951,12.676767676767676,4.0,1.2456928139169487,27.07070707070707,0.4581851232219978
38,1.0,0.4248643871146236,12.676767676767676,1.0,0.17332097714985634,37.62626262626262,-0.25154340996476726
39,6.0,0.6038010917945271,12.676767676767676,6.0,0.4291187245133058,28.03030303030303,-0.17468236728122133
40,2.0,1.0774095308107356,11.717171717171716,2.0,1.1247665701393743,41.464646464646464,0.04735703932863866
41,2.0,0.910807622944501,11.717171717171716,2.0,1.1058597475404695,41.464646464646464,0.19505212459596843
42,1.0,0.09301919907740618,12.676767676767676,1.0,0.103528645996485,37.62626262626262,0.010509446919078819
43,4.0,0.04128895803970057,12.676767676767676,4.0,0.14239145816155543,27.07070707070707,0.10110250012185487
44,3.0,1.9893827189795632,11.717171717171716,3.0,1.4538221533250544,23.232323232323232,-0.5355605656545088
45,6.0,0.00023885905896378826,12.676767676767676,6.0,0.0034403332358258557,28.03030303030303,0.0032014741768620673
46,4.0,0.6531110848671609,12.676767676767676,4.0,0.5430452445433154,27.07070707070707,-0.11006584032384548
47,7.0,1.0534347219381113,11.717171717171716,7.0,0.9987701154783342,40.505050505050505,-0.05466460645977711
48,2.0,0.34351303765096514,11.717171717171716,2.0,0.15645602100164074,41.464646464646464,-0.1870570166493244
49,2.0,0.00710287044380778,11.717171717171716,2.0,0.007148380393585111,41.464646464646464,4.550994977733057e-05
50,6.0,0.5874439460887629,12.676767676767676,6.0,0.2223538310404251,28.03030303030303,-0.3650901150483378
51,5.0,2.8267668935551167,12.676767676767676,5.0,2.378508371797118,28.98989898989899,-0.44825852175799863
52,6.0,5.713376695583648,12.676767676767676,6.0,6.213435512681667,28.03030303030303,0.5000588170980196
53,2.0,0.1755645670239596,11.717171717171716,2.0,0.11908726237725467,41.464646464646464,-0.05647730464670492
54,0.0,0.3216338214992493,11.717171717171716,0.0,0.12322160844749042,36.666666666666664,-0.19841221305175888
55,4.0,0.35595297776074886,12.676767676767676,4.0,0.4105992769162885,27.07070707070707,0.054646299155539646
56,4.0,0.2711223396579095,12.676767676767676,4.0,0.31304233882321447,27.07070707070707,0.04191999916530498
57,5.0,5.6621386595847145,12.676767676767676,5.0,5.528023608742229,28.98989898989899,-0.13411505084248532
58,1.0,4.241209171289134,12.676767676767676,1.0,3.452308794715838,37.62626262626262,-0.7889003765732965
59,2.0,0.07502212200953527,11.717171717171716,2.0,0.22599772290566836,41.464646464646464,0.1509756008961331
60,7.0,0.22881115567820162,11.717171717171716,7.0,0.09031994546622618,40.505050505050505,-0.13849121021197544
61,5.0,0.05532743707919648,12.676767676767676,5.0,0.029063721529680633,28.98989898989899,-0.02626371554951585
62,4.0,0.31056890961161104,12.676767676767676,4.0,0.17252368209771096,27.07070707070707,-0.13804522751390008
63,7.0,2.103815049001808,11.717171717171716,7.0,2.405216235699222,40.505050505050505,0.3014011866974142
64,8.0,0.01879267354163754,11.717171717171716,8.0,0.10355317014396404,26.11111111111111,0.0847604966023265
65,3.0,1.291939352709023,11.717171717171716,3.0,1.2950224451911747,23.232323232323232,0.0030830924821516614
66,5.0,0.09247315350927161,12.676767676767676,5.0,0.3023727683105711,28.98989898989899,0.20989961480129948
